"content","per+","per-","pesn+","psn-","pemb+","pemb-","fitur+","fitur-","tmp+","tmp-","umum+","umum-"
"Setelah update malah seperti kurang simpel,kalau mau lihat tiket yg tersedia harus klik dulu karena yg tertera hanya harga terendahnya tp blm tentu harga itu yg tersedia padahal di versi sebelumnya kita tinggal scroll saja,isian stasiun hrs isi ulang lg setelah keluar padahal diaplikasi sebelumnya tdk hilang,untuk pilihan antarkota dan lokal harus klik back dulu padahal sebelumnya tinggal klik disebelahnya saja..untuk pesan tiket jd makin lama krn banyak yg hrs di klik..","0","0","0","0","0","0","0","0","0","1","0","0"
"Aneh...lemot...mempersulit... Jadi sulit mau pesan tiketnya","0","1","0","0","0","0","0","0","0","0","0","1"
"Beberapa hari lalu ada pemberitahuan otomatis update aplikasi... Setelah update malah gak bisa dipake... Udah uninstall berkali2... Login ulang berkali2... Restart HP berkali2 tetep aja gak bisa... Masih sampek menu data diri sudah ada pemberitahuan kadaluwarsa... ""Masa pemesanan anda telah habis silakan melakukan pemesanan ulang"".... Laaah pesan aja beluuum...","0","0","0","1","0","0","0","0","0","1","0","0"
"Tidak bisa pesan tiket kereta antarkota seperti biasanya :(","0","0","0","1","0","0","0","0","0","0","0","0"
"Baru di update malah tambah kacau ,lemot sering bug, pesan tiket lokal belum pernah berhasil, yg ada ""pesanan sudah kadaluarsa harus pesan lagi "" Begitu seterusnya","0","1","0","1","0","0","0","0","0","0","0","0"
"Pesan commuter line ga berfungsi, Transportasi setua ini tapi aplikasinya ga mendukung.","0","0","0","1","0","0","0","0","0","0","0","0"
"Balikin dong ke yang lama aja, saya hampir tiap hari pakai ka lokal walahar. Update yg baru bikin lama banget buat pesan tiket dan sekedar mau buka barcode tiket aja butuh waktu >15 menit karena loading. Sangat membuang2 waktu","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa jadi susah mau pesan tiket ya, rada lemot dan ngga keluarÂ² jadwal kereta nya.. urgent padahal... ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ™†ðŸ»â€â™‚ï¸","0","0","0","1","0","0","0","0","0","0","0","0"
"Update semakin susah buat pesan tiket.","0","0","0","1","0","0","0","0","0","0","0","0"
"Mohon maaf bertanya tidak bisa upgrade.mhn pencerahan..bgm ini malah tidak bisa pesan tiket","0","0","0","1","0","0","0","0","0","0","0","0"
"Apliksh yang terbaru ini susa. Untuk pesan tiket,di cek kursi ada tapi pas di klik,gak bsa2 buat pesan. Tlong di perbaiki lagi.","0","0","0","1","0","0","0","0","0","0","0","0"
"Diperbarui kok makin lemot. Aneh banget. Mau pesan aja susah","0","1","0","1","0","0","0","0","0","0","0","0"
"Kenapa setelah pembaruan malah gak bisa beli tiket ? Padahal udah planing perjalanan. Saat pesan tiket malah keluar dengan keterangan waktu pesan anda habis. Tolong diperbaiki atau diberi opsi bisa pesan tiket kereta lokal lewat web .","0","0","0","1","0","0","0","0","0","0","0","0"
"Berusaha buat ga update new version kai access tp malah otomatis update. Kesel bgt aslikk, lebih mudah digunakan aplikasi yg lama. Aplikasi dgn update terbaru terlalu lemot, pesan tiket terlalu banyak langkah. Maaf kai access â­1 dulu.","0","1","0","0","0","0","0","0","0","0","0","1"
"Kenapa setelah selesai di update kok Ndak bisa di buka apknya. Banyak bugnya itu Atau kembalikan semula saja. Jadi repot kalou mau pesan tiket. Atau memang disengaja SPT ini. Heheheheh","0","0","0","0","0","0","0","0","0","0","0","1"
"kadang suka lag pas mau pesan. lalu kadang stuck di logo kai nya","0","1","0","0","0","0","0","0","0","0","0","1"
"Kacau gimana ini mau pesan kereta gak bisa masuk akun kai access nya , payah di upgrade aplikasinya malah down pelayanannya !!!!","0","0","0","1","0","0","0","0","0","0","0","0"
"Apdet tanpa sepengetahuan saya udah pesan tiket semalem tapi sekarang gabisa login dan terpaksa harus beli tiket lagi di aplikasi lain","0","0","0","1","0","0","0","0","0","0","0","0"
"Aplikasinya susah dibuka...masa mau pesan tiket aja sekarang jadi susah banget utk dibuka....klo orang lagi butuh cepat gk kepake banget deh ....soalnya saya mau order, tapi selalu gagal log in","0","0","0","1","0","0","0","1","0","0","0","0"
"Apaan lama bgt, log in aja butuh waktu lama bgt. Otp udah benar, udah tepat waktu tapi loadingnya yg lama. Jaringan udah bagus bgt. Bikin emosi, udah buru2 harus pesan tiket malah gini loh. Nyebelin bgt","0","1","0","0","0","0","0","0","0","0","0","0"
"Mau masuk susah banget,picture udah oke... Jaringan kayak masuk ke aplikasi 2G,susah banget... Tolong diperbaiki,mau pesan tiket susahnya minta ampun... Terpaksa beli pakai Shopee,yang mencari tempat duduk terbatas.. ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸","0","0","0","1","0","0","0","1","0","0","0","0"
"Harus daftar member basic untuk pesen tiket, merepotkan karena MASIH BUG TAPI SISTEM HANYA BOLEH PESAN ONLINE!","0","0","0","0","0","0","0","0","0","0","0","1"
"Bagaimana ini di uprede terbaru malah tidak bisa pesan tiket muncul nama2 kereta kita pilih salah satu kreta tidak bisa knp jd ribet begini ya Lebih mudah masih yang lama logo masih warna biru kai bagus yang baru warna agak unggu malah tidak bisa pesan tiket gmn caranya ya pak","0","0","0","1","0","0","0","0","0","0","0","0"
"Pelayanan di RailFood sangat buruk ,pesan 1 item tertulis 2 item. saldo udah berkurang makanan ngga datang juga ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£","0","0","0","0","0","0","0","0","0","0","0","1"
"apaan nih?habis update malah jadi bikin bingung saat pesan tiket..gak langsung keliatan mana tiket yg tersedia dan mana yg habis.hrus dibuka dlu nama keretanya..","0","0","0","1","0","0","0","0","0","1","0","0"
"Saya tidak bisa pesan tiket, karena di menu kreta antar kota setelah memasukkan tujuan dan tanggal layarnya error tdk bisa di scrol ke atas untuk melihat menu di bawahnya.","0","0","0","1","0","0","0","0","0","0","0","0"
"Lebih suka versi sebelumnya, di versi ini device saya tidak kompatibel dan tidak bisa pesan tiket di sini lagi.","0","0","0","1","0","0","0","0","0","0","0","1"
"aplikasi makin ribet pesan tiket saldo terpotong kode boking tidak ada, aplikasi sering eror bukannya mempermudah malah mempersulit","0","0","0","1","0","1","0","0","0","0","0","0"
"Baru d upgrade ehh mau pesan tiket gk bs berhenti d jumlah penumpang...mau cari ka nya apa gak bs..saya hrs bagaimana nih","0","0","0","1","0","0","0","0","0","0","0","0"
"kenapa setelah update tidak bisa login untuk pesan tiket?","0","0","0","0","0","0","0","1","0","0","0","0"
"Kereta lokal jadi GK muncul jadwalnya JD GK bisa pesan","0","0","0","0","0","0","0","1","0","0","0","0"
"Knapa malah time out terus saat pesan tiket kereta nya. Malah ancur gini sih apk nya","0","0","0","1","0","0","0","0","0","0","0","0"
"Bagus lancar dan pemuda kita untuk pesan tiket","0","0","1","0","0","0","0","0","0","0","0","0"
"Bagaimana ini ga mau masuk2 saya ada pesanan tiket untuk perjalanan hari rabu kl ga bisa buka aplikasinya gimana mau cetak tiket","0","0","0","1","0","0","0","0","0","0","0","0"
"Saya ndak bisa login sama sekali dengan alasan sudah terdaftar, jangankan upgrade layanan basic dan premium, bikin akun saja kesulitan, ini gimana se aplikasinya.. Sangat mengganggu perjalanan saya, mau pesan tiket kesusahan gara2 ndak bisa login","0","0","0","0","0","0","0","1","0","0","0","0"
"Dari tadi belum bisa pesan tiket gegara email yang tercantum salah, mau diganti juga gak bisa, padahal dulu gak masukin email itu sama sekali. Mohon solusinyaðŸ™ðŸ»ðŸ¥²","0","0","0","1","0","0","0","0","0","0","0","0"
"Lemot bgt apk nya, mana bikim sandi nggak bisa2 trs, harap kai untuk d perbaiki, kl spt ini menghambat untuk pesan tiket kai dan knp hrs d rubah apk nya, mending yg dlu nggak sulit","0","1","0","1","0","0","0","0","0","0","0","0"
"Pesan tiket ka lokal tertulis tersedia tapi gk dapet bangku. Aneh","0","0","0","1","0","0","0","0","0","0","0","0"
"Saya sudah 5 kali pesan gara2 aplikasi bermasalah sampai2 waktu pendaftaran habis terus, mohon diperbaiki.","0","0","0","1","0","0","0","0","0","0","0","0"
"aplikasi diperbarui bukannya makin baik malah jadi buruk sekali, aplg mau pesan tiket skrg jdi susah harus memasukkan member dan nomer telp yg semula malah jdi acakÂ²an dan gak bisa diganti.... pelayanan yg jelek banget tidak memuaskan pelanggan sama sekali","0","0","0","1","0","0","0","0","0","0","0","1"
"Engga bisa dibuka, padahal sudah pesan tiket mau boarding","0","0","0","0","0","0","0","0","0","0","0","1"
"Hari ini tgl 11/08/2023 Terjadi eror Saya tdk bisa pesan tiket, dgn keterangan tidak bisa transaksi 15x perhari. Saya lakukan restart ulang apk dan al hasil sekarang tidak bisa masuk akun sebelumnya.","0","0","0","1","0","0","0","0","0","0","0","0"
"Aplikasi Ini KerenðŸ¤© Jadi Lebih Mudah Deh Pesan Tiket Untuk Bepergian , Semangat Sahabat KAIðŸ¤©","0","0","1","0","0","0","0","0","0","0","1","0"
"Dapat pesan tiket sambil rebahanðŸ˜‚ , mudah pilih kursi sesuai seleraðŸ˜€","0","0","1","0","0","0","0","0","0","0","0","0"
"Tidak bisa ubah jadwal padahal pesan tiket dari seminggu dan kursi masih pada kosong","0","0","0","0","0","0","0","0","0","0","0","1"
"Setiap mau pesan tiket selalu gagal enakan aplikasi yang lama","0","0","0","1","0","0","0","0","0","0","0","0"
"alhamdulilah beberapa kali perjalanan pesan tiket lewat apk ini lancar jaya tanpa ada kendala apapun. Dan di loket cekin cukup menunjukkan barkot di tiket online aja tanpa perlu mencerak/print dulu. Semoga semakin sukses KAI","0","0","1","0","0","0","0","0","0","0","0","0"
"Kualitas makin buruk susah di akses. Mau pesan tiket disuruh upgrade malah ngga bisa lanjut","0","0","0","1","0","0","0","0","0","0","0","0"
"Tolong untuk topup KAI PAY pakai QRIS biar nggak ribet soalnya saya mau beli tiket KRL harus pakai KAI PAY","0","0","0","0","0","1","0","0","0","0","0","0"
"Beli tiket KRL jangan cuma pakai KAI Pay dong, lebih baik pakai QRIS yang bisa semua bank, jadi nggak perlu top up ewallet baru lagi","0","0","0","0","0","1","0","0","0","0","0","0"
"Aselinya sering pake apk ini.giliran versi terbaru jd menyusahkan.booking selalu time out.penanda waktu selalu 00:00.ya pantes aja.uda log in pake no hp dan email, tetep aja setiap booking time out terus.belum lg UI nya memusingkan.","0","0","0","1","0","0","0","0","0","0","0","0"
"Gimana sih lemot amat hampir ketinggalan kereta woy","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemot nya minta ampun","0","1","0","0","0","0","0","0","0","0","0","0"
"parah ni aplikasi lemot bgt","0","1","0","0","0","0","0","0","0","0","0","0"
"Saya ubah jadi 2, setelah di update malah jadi ngelag, trus gak bisa dipake aplikasi nya","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah di update kok ngawur. Log in harus di ulangin 30 menit karna ngga bisa. Setelah log in menu2 di apps nya lemot ngga bisa di buka. Eh sekarang malah akun nya ke log out sendiri, harus log in lagi. Terus kode OTP nya ngga bisa. Tau deh gmana lagi.","0","0","0","0","0","0","0","1","0","0","0","0"
"update baru malah hancur bos.. gak bisa login, aplikasi dihapus donload lagi masih tetep tdk bisa login juga","0","0","0","0","0","0","0","1","0","0","0","1"
"Gak bagus update aplikasinya amat sangat terburuk... 1 bintang aja","0","0","0","0","0","0","0","0","0","0","0","1"
"Sudah bagus yg lama, di apdet malah butut. Bagaimana ini?","0","0","0","0","0","0","0","0","0","0","0","1"
"Enggak nyala ac nya yah panass banget","0","0","0","0","0","0","0","0","0","0","0","1"
"Payah minta update setibanya di update gak bisa di buka mana lemot mana failed data terus","0","0","0","0","0","0","0","0","0","0","0","1"
"Ini gimana seeeeeeeee dikit2 ganti dikit2 ganti capekkkkkk loooooo atur2 pasword teroooossss haduuhh bikin orang susah ajaaaaa bikin repot tau gak","0","0","0","0","0","0","0","1","0","0","0","0"
"Aplikasi yg buruk. Baru jaja saya update, malah saya tidak bs log in Kembalikan aplikasi yg dahulu saja","0","0","0","0","0","0","0","1","0","0","0","1"
"Apikasi sangat burukk","0","0","0","0","0","0","0","0","0","0","0","1"
"Terpaksa ku hapus karna pembelian tiket kereta Lokal nya engga bisaðŸ¤•","0","0","0","1","0","0","0","0","0","0","0","0"
"Kok dsini umur diatas 3 tahun sudh masuk kursi dewasa tpi nmr NIK ank kan masuknya KK bukan KTP tpi pilihan nya KTP/pasor klo NIk KK gamau masuk Sebelum apk ini bisa kok gtu yaahhh","0","0","0","0","0","0","0","1","0","0","0","0"
"Setelah di upgrade makin error ,gak berfungsi ,gak bisa login ,,beli tiket gak bisa di isi ....kacawwwwww","0","0","0","1","0","0","0","0","0","0","0","1"
"Update besar-besaran dari tampilan dan lain sebagainya. Tapi banyak sekali masalah dan bug di app, kalo mau rilis app terbaru maksimalin kualitasnya.","0","0","0","0","0","0","0","0","0","0","0","1"
"uangel","0","0","0","0","0","0","0","0","0","0","0","1"
"Sejak update terbaru makin ribet ....","0","0","0","0","0","0","0","0","0","0","0","1"
"update jadi berat, baru buka udah ngeblank putih doang. UX buat lihat detail harga yang masih tersedia ribet. harus bukain satu2. semoga diimprove","0","0","0","0","0","0","0","0","0","0","0","1"
"Sangat memudahkan","0","0","0","0","0","0","0","0","0","0","1","0"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagus lebih cepat lebih baik","1","0","0","0","0","0","0","0","0","0","0","0"
"Cepat dan informtig","1","0","0","0","0","0","0","0","0","0","0","0"
"Cepat,senyap,simpel......joooooooozzz berangkat..","1","0","0","0","0","0","0","0","0","0","0","0"
